Name,Year,x,n,dying_prob,LEx,dying_prob_annual
Angola,2025,30,5,0.01812271,40.5085,0.003624542
Angola,2025,35,5,0.02335072,36.2084,0.004670143999999999
Angola,2025,40,5,0.03027701,32.0121,0.006055402
Angola,2025,45,5,0.03978303,27.9307,0.007956606
Angola,2025,50,5,0.05467226,23.98,0.010934452
Angola,2025,55,5,0.07468965,20.2163,0.014937929999999999
Angola,2025,60,5,0.10995476,16.6374,0.021990952
Angola,2025,65,5,0.16220488,13.3691,0.032440975999999996
Angola,2025,70,5,0.2436034,10.4543,0.04872068
Angola,2025,75,5,0.35297289,7.9935,0.07059457799999999
Angola,2025,80,5,0.49042197,5.9909,0.09808439399999999
Angola,2025,85,5,0.6392274,4.4379,0.12784548
Angola,2025,90,5,0.77102196,3.3124,0.154204392
Angola,2025,95,5,0.87136202,2.5043,0.174272404
Angola,2025,100,-1,1,1.9703,-1
Cameroon,2025,0,1,0.04638835,62.7223,0.04638835
Cameroon,2025,1,4,0.02227995,64.7644,0.0055699875
Cameroon,2025,5,5,0.00807391,62.206,0.001614782
Cameroon,2025,10,5,0.00595674,57.6944,0.001191348
Cameroon,2025,15,5,0.00920731,53.0247,0.0018414619999999999
Cameroon,2025,20,5,0.01361538,48.4923,0.002723076
Cameroon,2025,25,5,0.01680665,44.1258,0.00336133
Cameroon,2025,30,5,0.02071859,39.8361,0.004143717999999999
Cameroon,2025,35,5,0.02647179,35.6243,0.005294358
Cameroon,2025,40,5,0.03385443,31.5226,0.006770885999999999
Cameroon,2025,45,5,0.04400117,27.5366,0.008800234
Cameroon,2025,50,5,0.05976837,23.6844,0.011953674000000001
Cameroon,2025,55,5,0.08083018,20.0249,0.016166036
Cameroon,2025,60,5,0.1170594,16.5569,0.02341188
Cameroon,2025,65,5,0.16833686,13.4058,0.033667372
Cameroon,2025,70,5,0.24314597,10.5975,0.048629194
Cameroon,2025,75,5,0.34376763,8.1808,0.068753526
Cameroon,2025,80,5,0.47557497,6.1597,0.095114994
Cameroon,2025,85,5,0.62711823,4.5466,0.125423646
Cameroon,2025,90,5,0.76303438,3.3773,0.152606876
Cameroon,2025,95,5,0.86649813,2.5442,0.17329962599999998
Cameroon,2025,100,-1,1,1.9905,-1
Central African Republic,2025,0,1,0.06669734,56.3424,0.06669734
Central African Republic,2025,1,4,0.03163879,59.3504,0.0079096975
Central African Republic,2025,5,5,0.01162732,57.2403,0.002325464
Central African Republic,2025,10,5,0.00882259,52.8876,0.001764518
Central African Republic,2025,15,5,0.01413129,48.3354,0.002826258
Central African Republic,2025,20,5,0.02230042,43.9892,0.0044600840000000004
Central African Republic,2025,25,5,0.02906428,39.9327,0.005812856
Central African Republic,2025,30,5,0.0362059,36.0508,0.00724118
Central African Republic,2025,35,5,0.04523109,32.3084,0.009046218
Central African Republic,2025,40,5,0.05479855,28.7174,0.010959710000000001
Central African Republic,2025,45,5,0.06677165,25.2345,0.013354330000000001
Central African Republic,2025,50,5,0.08427196,21.8566,0.016854392000000003
Central African Republic,2025,55,5,0.10682243,18.6327,0.021364486
Central African Republic,2025,60,5,0.14748306,15.5539,0.029496612
Central African Republic,2025,65,5,0.20010965,12.7976,0.04002193
Central African Republic,2025,70,5,0.26552723,10.3675,0.053105446
Central African Republic,2025,75,5,0.34961758,8.2081,0.06992351599999999
Central African Republic,2025,80,5,0.46675292,6.2985,0.093350584
Central African Republic,2025,85,5,0.61475456,4.6832,0.122950912
Central African Republic,2025,90,5,0.74534732,3.5255,0.149069464
Central African Republic,2025,95,5,0.84830151,2.6935,0.16966030199999999
Central African Republic,2025,100,-1,1,2.0972,-1
Chad,2025,0,1,0.06668573,54.3175,0.06668573
Chad,2025,1,4,0.04172972,57.1818,0.01043243
Chad,2025,5,5,0.03356395,55.589,0.006712790000000001
Chad,2025,10,5,0.01855313,52.4429,0.0037106260000000003
Chad,2025,15,5,0.02217966,48.389,0.004435932
Chad,2025,20,5,0.02932697,44.4264,0.005865394
Chad,2025,25,5,0.03228341,40.6917,0.006456682
Chad,2025,30,5,0.03555359,36.9651,0.007110718
Chad,2025,35,5,0.04018018,33.2346,0.008036036
Chad,2025,40,5,0.04697292,29.5193,0.009394584000000001
Chad,2025,45,5,0.05430155,25.8492,0.01086031
Chad,2025,50,5,0.06946658,22.1867,0.013893316
Chad,2025,55,5,0.09112183,18.6503,0.018224366
Chad,2025,60,5,0.13016282,15.2605,0.026032564
Chad,2025,65,5,0.19059116,12.1539,0.038118232
Chad,2025,70,5,0.28268071,9.4059,0.056536142
Chad,2025,75,5,0.40351816,7.1092,0.080703632
Chad,2025,80,5,0.55396583,5.2446,0.110793166
Chad,2025,85,5,0.70463148,3.8404,0.140926296
Chad,2025,90,5,0.83979106,2.7736,0.167958212
Chad,2025,95,5,0.91642888,2.1141,0.183285776
Chad,2025,100,-1,1,1.6517,-1
Congo,2025,0,1,0.03568651,63.6534,0.03568651
Congo,2025,1,4,0.01331765,65.0035,0.0033294125
Congo,2025,5,5,0.00528996,61.8603,0.001057992
Congo,2025,10,5,0.00436532,57.1773,8.73064e-4
Congo,2025,15,5,0.0077947,52.4165,0.00155894
Congo,2025,20,5,0.01198117,47.8067,0.0023962339999999997
Congo,2025,25,5,0.01557728,43.3547,0.003115456
Congo,2025,30,5,0.02015384,38.9997,0.004030768
Congo,2025,35,5,0.02677847,34.7484,0.005355693999999999
Congo,2025,40,5,0.03526527,30.6329,0.0070530540000000004
Congo,2025,45,5,0.04712113,26.6578,0.009424225999999999
Congo,2025,50,5,0.06436474,22.8472,0.012872948
Congo,2025,55,5,0.08703985,19.2403,0.017407970000000002
Congo,2025,60,5,0.12415877,15.827,0.024831754
Congo,2025,65,5,0.18001021,12.7016,0.036002042
Congo,2025,70,5,0.26525624,9.9217,0.053051247999999995
Congo,2025,75,5,0.3778588,7.5816,0.07557176
Congo,2025,80,5,0.51710231,5.6805,0.10342046199999999
Congo,2025,85,5,0.66346118,4.214,0.132692236
Congo,2025,90,5,0.79308441,3.1373,0.158616882
Congo,2025,95,5,0.88801536,2.3715,0.177603072
Congo,2025,100,-1,1,1.9033,-1
Democratic Republic of the Congo,2025,0,1,0.05109704,61.3934,0.05109704
Democratic Republic of the Congo,2025,1,4,0.02818772,63.6891,0.00704693
Democratic Republic of the Congo,2025,5,5,0.01761094,61.4842,0.003522188
Democratic Republic of the Congo,2025,10,5,0.01038579,57.5474,0.002077158
Democratic Republic of the Congo,2025,15,5,0.01381689,53.1255,0.002763378
Democratic Republic of the Congo,2025,20,5,0.0187757,48.8323,0.0037551399999999997
Democratic Republic of the Congo,2025,25,5,0.02061797,44.7178,0.0041235939999999995
Democratic Republic of the Congo,2025,30,5,0.02264212,40.6061,0.0045284240000000005
Democratic Republic of the Congo,2025,35,5,0.025708,36.4882,0.0051416000000000005
Democratic Republic of the Congo,2025,40,5,0.03143285,32.3833,0.00628657
Democratic Republic of the Congo,2025,45,5,0.0378515,28.3512,0.0075703
Democratic Republic of the Congo,2025,50,5,0.05169412,24.3648,0.010338824
Democratic Republic of the Congo,2025,55,5,0.06871269,20.551,0.013742538000000002
Democratic Republic of the Congo,2025,60,5,0.10216448,16.8752,0.020432896
Democratic Republic of the Congo,2025,65,5,0.15459648,13.4953,0.030919296000000002
Democratic Republic of the Congo,2025,70,5,0.23588211,10.4853,0.047176422
Democratic Republic of the Congo,2025,75,5,0.3496004,7.9249,0.06992008
Democratic Republic of the Congo,2025,80,5,0.49917919,5.8311,0.099835838
Democratic Republic of the Congo,2025,85,5,0.65755445,4.2406,0.13151089
Democratic Republic of the Congo,2025,90,5,0.80193416,3.0682,0.16038683199999998
Democratic Republic of the Congo,2025,95,5,0.90341532,2.2477,0.180683064
Democratic Republic of the Congo,2025,100,-1,1,1.7704,-1
Equatorial Guinea,2025,0,1,0.05471825,62.6475,0.05471825
Equatorial Guinea,2025,1,4,0.0200993,65.2615,0.005024825
Equatorial Guinea,2025,5,5,0.00754441,62.5691,0.001508882
Equatorial Guinea,2025,10,5,0.0056235,58.0279,0.0011247
Equatorial Guinea,2025,15,5,0.00865499,53.3416,0.0017309979999999999
Equatorial Guinea,2025,20,5,0.01233966,48.7837,0.002467932
Equatorial Guinea,2025,25,5,0.01471796,44.3609,0.002943592
Equatorial Guinea,2025,30,5,0.0179816,39.9853,0.00359632
Equatorial Guinea,2025,35,5,0.02331654,35.6701,0.004663308
Equatorial Guinea,2025,40,5,0.03072049,31.4596,0.006144098
Equatorial Guinea,2025,45,5,0.04121847,27.3744,0.008243694
Equatorial Guinea,2025,50,5,0.05742892,23.4389,0.011485784
Equatorial Guinea,2025,55,5,0.0788663,19.7082,0.01577326
Equatorial Guinea,2025,60,5,0.11557503,16.1722,0.023115006
Equatorial Guinea,2025,65,5,0.17017825,12.9435,0.03403565
Equatorial Guinea,2025,70,5,0.25500469,10.0659,0.051000937999999996
Equatorial Guinea,2025,75,5,0.37202282,7.6324,0.07440456399999999
Equatorial Guinea,2025,80,5,0.51517419,5.6779,0.10303483799999999
Equatorial Guinea,2025,85,5,0.66837348,4.1693,0.13367469599999998
Equatorial Guinea,2025,90,5,0.79823169,3.0942,0.159646338
Equatorial Guinea,2025,95,5,0.89224008,2.3312,0.178448016
Equatorial Guinea,2025,100,-1,1,1.8437,-1
Gabon,2025,0,1,0.02723486,67.4545,0.02723486
Gabon,2025,1,4,0.00990336,68.3397,0.00247584
Gabon,2025,5,5,0.00400608,65.008,8.012160000000001e-4
Gabon,2025,10,5,0.00329138,60.2604,6.58276e-4
Gabon,2025,15,5,0.00583115,55.4508,0.00116623
Gabon,2025,20,5,0.00869703,50.7599,0.001739406
Gabon,2025,25,5,0.01090327,46.1824,0.0021806539999999998
Gabon,2025,30,5,0.01406811,41.663,0.002813622
Gabon,2025,35,5,0.01906691,37.2203,0.0038133819999999997
Gabon,2025,40,5,0.02614265,32.8928,0.00522853
Gabon,2025,45,5,0.03642783,28.7056,0.007285566
Gabon,2025,50,5,0.05193587,24.6915,0.010387174
Gabon,2025,55,5,0.07286333,20.9008,0.014572666000000001
Gabon,2025,60,5,0.10708904,17.3377,0.021417808
Gabon,2025,65,5,0.15458193,14.1031,0.030916386
Gabon,2025,70,5,0.22292167,11.2095,0.044584333999999996
Gabon,2025,75,5,0.31670821,8.6894,0.063341642
Gabon,2025,80,5,0.44455285,6.5531,0.08891057
Gabon,2025,85,5,0.59646227,4.8365,0.11929245399999999
Gabon,2025,90,5,0.73822125,3.5802,0.14764425
Gabon,2025,95,5,0.84955099,2.6815,0.169910198
Gabon,2025,100,-1,1,2.0734,-1
Sao Tome and Principe,2025,0,1,0.01201133,69.0774,0.01201133
Sao Tome and Principe,2025,1,4,0.00258241,68.9157,6.456025e-4
Sao Tome and Principe,2025,5,5,0.00255336,65.089,5.10672e-4
Sao Tome and Principe,2025,10,5,0.00263985,60.2496,5.2797e-4
Sao Tome and Principe,2025,15,5,0.00690272,55.4018,0.001380544
Sao Tome and Principe,2025,20,5,0.00996986,50.7671,0.001993972
Sao Tome and Principe,2025,25,5,0.01106294,46.253,0.002212588
Sao Tome and Principe,2025,30,5,0.01324118,41.7418,0.002648236
Sao Tome and Principe,2025,35,5,0.01738535,37.2673,0.00347707
Sao Tome and Principe,2025,40,5,0.02416245,32.8803,0.00483249
Sao Tome and Principe,2025,45,5,0.03531305,28.6292,0.0070626099999999995
Sao Tome and Principe,2025,50,5,0.05147381,24.5805,0.010294762
Sao Tome and Principe,2025,55,5,0.07462515,20.7717,0.01492503
Sao Tome and Principe,2025,60,5,0.10656302,17.2354,0.021312604
Sao Tome and Principe,2025,65,5,0.15503751,13.98,0.031007502
Sao Tome and Principe,2025,70,5,0.22437395,11.0691,0.04487479
Sao Tome and Principe,2025,75,5,0.32377277,8.5277,0.06475455399999999
Sao Tome and Principe,2025,80,5,0.4543085,6.4054,0.0908617
Sao Tome and Principe,2025,85,5,0.60720883,4.7119,0.121441766
Sao Tome and Principe,2025,90,5,0.75534414,3.4385,0.15106882800000002
Sao Tome and Principe,2025,95,5,0.86835596,2.5474,0.173671192
Sao Tome and Principe,2025,100,-1,1,1.9991,-1
Northern Africa,2025,0,1,0.01995397,72.8289,0.01995397
Northern Africa,2025,1,4,0.00627229,73.3089,0.0015680725
Northern Africa,2025,5,5,0.0030738,69.7612,6.1476e-4
Northern Africa,2025,10,5,0.00222038,64.9694,4.44076e-4
Northern Africa,2025,15,5,0.00352372,60.1083,7.04744e-4
Northern Africa,2025,20,5,0.00490404,55.3113,9.808080000000001e-4
Northern Africa,2025,25,5,0.00553034,50.5712,0.001106068
Northern Africa,2025,30,5,0.00629108,45.8383,0.001258216
Northern Africa,2025,35,5,0.00834927,41.1122,0.0016698540000000001
Northern Africa,2025,40,5,0.01168598,36.4362,0.002337196
Northern Africa,2025,45,5,0.01746841,31.836,0.003493682
Northern Africa,2025,50,5,0.02995131,27.354,0.005990262
Northern Africa,2025,55,5,0.04489244,23.1161,0.008978488
Northern Africa,2025,60,5,0.07494575,19.0773,0.014989150000000001
Northern Africa,2025,65,5,0.11577636,15.4065,0.023155271999999998
Northern Africa,2025,70,5,0.18049444,12.0795,0.036098888
Northern Africa,2025,75,5,0.28420377,9.1622,0.05684075400000001
Northern Africa,2025,80,5,0.41804007,6.7794,0.083608014
Northern Africa,2025,85,5,0.58657597,4.8715,0.11731519399999998
Northern Africa,2025,90,5,0.75280659,3.4511,0.150561318
Northern Africa,2025,95,5,0.87553325,2.4888,0.17510665
Northern Africa,2025,100,-1,1,1.8866,-1
Algeria,2025,0,1,0.0148048,77.7481,0.0148048
Algeria,2025,1,4,0.00293414,77.9147,7.33535e-4
Algeria,2025,5,5,0.00150775,74.1392,3.0155e-4
Algeria,2025,10,5,0.00146443,69.2475,2.92886e-4
Algeria,2025,15,5,0.00219317,64.3453,4.38634e-4
Algeria,2025,20,5,0.0028198,59.4808,5.6396e-4
Algeria,2025,25,5,0.00307767,54.6419,6.155339999999999e-4
Algeria,2025,30,5,0.00397365,49.8027,7.947299999999999e-4
Algeria,2025,35,5,0.00585318,44.9908,0.001170636
Algeria,2025,40,5,0.00809647,40.2401,0.0016192939999999999
Algeria,2025,45,5,0.01094992,35.5473,0.002189984
Algeria,2025,50,5,0.01588661,30.9117,0.003177322
Algeria,2025,55,5,0.02354916,26.368,0.004709832
Algeria,2025,60,5,0.04112919,21.9395,0.008225838000000001
Algeria,2025,65,5,0.07137824,17.7645,0.014275647999999998
Algeria,2025,70,5,0.12597659,13.9214,0.025195318
Algeria,2025,75,5,0.21147923,10.5429,0.042295846
Algeria,2025,80,5,0.34871893,7.6631,0.069743786
Algeria,2025,85,5,0.52806188,5.3944,0.105612376
Algeria,2025,90,5,0.71808888,3.7214,0.143617776
Algeria,2025,95,5,0.86544198,2.5823,0.173088396
Algeria,2025,100,-1,1,1.9131,-1
Egypt,2025,0,1,0.01289557,72.3646,0.01289557
Egypt,2025,1,4,0.00257132,72.3084,6.4283e-4
Egypt,2025,5,5,6.3916e-4,68.4915,1.27832e-4
Egypt,2025,10,5,9.6293e-4,63.5337,1.92586e-4
Egypt,2025,15,5,0.00149819,58.5923,2.9963799999999997e-4
Egypt,2025,20,5,0.00214573,53.6762,4.2914600000000004e-4
Egypt,2025,25,5,0.00302657,48.786,6.05314e-4
Egypt,2025,30,5,0.00414056,43.9262,8.28112e-4
Egypt,2025,35,5,0.00701033,39.0977,0.001402066
Egypt,2025,40,5,0.01085258,34.3546,0.002170516
Egypt,2025,45,5,0.01893494,29.7024,0.0037869880000000002
Egypt,2025,50,5,0.03814829,25.221800000000002,0.007629658
Egypt,2025,55,5,0.05801741,21.1154,0.011603482
Egypt,2025,60,5,0.09970276,17.2512,0.019940552
Egypt,2025,65,5,0.14716482,13.8668,0.029432964
Egypt,2025,70,5,0.22029038,10.813,0.044058076
Egypt,2025,75,5,0.33776466,8.1314,0.067552932
Egypt,2025,80,5,0.48041283,5.992,0.09608256600000001
Egypt,2025,85,5,0.65211457,4.2883,0.130422914
Egypt,2025,90,5,0.80246674,3.0597,0.16049334799999998
Egypt,2025,95,5,0.90110761,2.2612,0.180221522
Egypt,2025,100,-1,1,1.7367,-1
Libya,2025,0,1,0.00834593,73.632,0.00834593
Libya,2025,1,4,0.00216014,73.2506,5.40035e-4
Libya,2025,5,5,0.00154754,69.4053,3.09508e-4
Libya,2025,10,5,0.00153058,64.5093,3.06116e-4
Libya,2025,15,5,0.00451807,59.6039,9.03614e-4
Libya,2025,20,5,0.00728965,54.8613,0.00145793
Libya,2025,25,5,0.00779437,50.2456,0.001558874
Libya,2025,30,5,0.00869712,45.6204,0.0017394239999999998
Libya,2025,35,5,0.01090528,40.9982,0.002181056
Libya,2025,40,5,0.01501516,36.4215,0.003003032
Libya,2025,45,5,0.02218451,31.9365,0.004436902
Libya,2025,50,5,0.03307956,27.6008,0.006615912
Libya,2025,55,5,0.04939169,23.4544,0.009878338
Libya,2025,60,5,0.07415434,19.5356,0.014830868
Libya,2025,65,5,0.11229562,15.8888,0.022459124
Libya,2025,70,5,0.16973579,12.5665,0.033947158
Libya,2025,75,5,0.26179977,9.6005,0.052359954
Libya,2025,80,5,0.39878989,7.0924,0.079757978
Libya,2025,85,5,0.56086797,5.1361,0.112173594
Libya,2025,90,5,0.7249707,3.6773,0.14499414
Libya,2025,95,5,0.85565648,2.6568,0.17113129600000002
Libya,2025,100,-1,1,2.0343,-1
Morocco,2025,0,1,0.01253832,75.6522,0.01253832
Morocco,2025,1,4,0.00220099,75.6118,5.502475e-4
Morocco,2025,5,5,0.00135456,71.7746,2.70912e-4
Morocco,2025,10,5,0.00118135,66.8689,2.3627e-4
Morocco,2025,15,5,0.00225715,61.9449,4.5142999999999995e-4
Morocco,2025,20,5,0.00321126,57.0788,6.422520000000001e-4
Morocco,2025,25,5,0.003476,52.2545,6.952e-4
Morocco,2025,30,5,0.00410373,47.4279,8.20746e-4
Morocco,2025,35,5,0.00547355,42.6126,0.00109471
Morocco,2025,40,5,0.00826769,37.8327,0.001653538
Morocco,2025,45,5,0.0137996,33.1256,0.00275992
Morocco,2025,50,5,0.02243594,28.5514,0.0044871880000000005
Morocco,2025,55,5,0.03707521,24.145,0.007415041999999999
Morocco,2025,60,5,0.05943674,19.9713,0.011887348
Morocco,2025,65,5,0.09903189,16.0645,0.019806378
Morocco,2025,70,5,0.1633545,12.5359,0.0326709
Morocco,2025,75,5,0.26129434,9.4686,0.052258868
Morocco,2025,80,5,0.40729784,6.9001,0.08145956800000001
Morocco,2025,85,5,0.58167092,4.9191,0.116334184
Morocco,2025,90,5,0.7484203,3.4905,0.14968406
Morocco,2025,95,5,0.87040787,2.5263,0.174081574
Morocco,2025,100,-1,1,1.9064,-1
Sudan,2025,0,1,0.03832836,66.5498,0.03832836
Sudan,2025,1,4,0.01684963,68.1961,0.0042124075
Sudan,2025,5,5,0.00976734,65.3346,0.001953468
Sudan,2025,10,5,0.00622289,60.9576,0.001244578
Sudan,2025,15,5,0.0093677,56.3235,0.00187354
Sudan,2025,20,5,0.01309859,51.8304,0.002619718
Sudan,2025,25,5,0.01427862,47.4845,0.002855724
Sudan,2025,30,5,0.01561617,43.1357,0.003123234
Sudan,2025,35,5,0.0178223,38.7799,0.0035644599999999998
Sudan,2025,40,5,0.02284409,34.4368,0.0045688180000000005
Sudan,2025,45,5,0.02850834,30.1816,0.005701668
Sudan,2025,50,5,0.04095161,25.9907,0.008190322
Sudan,2025,55,5,0.05434779,21.9886,0.010869558
Sudan,2025,60,5,0.08315768,18.1025,0.016631536
Sudan,2025,65,5,0.13000175,14.5029,0.02600035
Sudan,2025,70,5,0.20458938,11.2767,0.040917876
Sudan,2025,75,5,0.31453869,8.5057,0.062907738
Sudan,2025,80,5,0.46307695,6.2383,0.09261538999999999
Sudan,2025,85,5,0.6262669,4.5092,0.12525338
Sudan,2025,90,5,0.78147194,3.2281,0.156294388
Sudan,2025,95,5,0.89382118,2.3342,0.178764236
Sudan,2025,100,-1,1,1.8113,-1
Tunisia,2025,0,1,0.01092452,77.3967,0.01092452
Tunisia,2025,1,4,0.00208265,77.2501,5.206625e-4
Tunisia,2025,5,5,0.00137766,73.4076,2.75532e-4
Tunisia,2025,10,5,0.00143895,68.5057,2.8779e-4
Tunisia,2025,15,5,0.00247491,63.6006,4.949819999999999e-4
Tunisia,2025,20,5,0.00370902,58.7516,7.41804e-4
Tunisia,2025,25,5,0.00411226,53.9607,8.224520000000001e-4
Tunisia,2025,30,5,0.00455593,49.1731,9.111859999999999e-4
Tunisia,2025,35,5,0.00604102,44.3864,0.001208204
Tunisia,2025,40,5,0.00859696,39.6401,0.0017193920000000001
Tunisia,2025,45,5,0.01173785,34.9611,0.0023475699999999998
Tunisia,2025,50,5,0.01825783,30.345,0.0036515659999999998
Tunisia,2025,55,5,0.02904721,25.8593,0.005809442
Tunisia,2025,60,5,0.05074465,21.5532,0.01014893
Tunisia,2025,65,5,0.08410382,17.5611,0.016820764
Tunisia,2025,70,5,0.13307673,13.9292,0.026615346
Tunisia,2025,75,5,0.2131876,10.6622,0.04263752
Tunisia,2025,80,5,0.33974488,7.8414,0.06794897600000001
Tunisia,2025,85,5,0.51469554,5.5609,0.10293910799999999
Tunisia,2025,90,5,0.69841409,3.8765,0.139682818
Tunisia,2025,95,5,0.84620636,2.7374,0.169241272
Tunisia,2025,100,-1,1,2.0384,-1
Western Sahara,2025,0,1,0.02073811,71.5798,0.02073811
Western Sahara,2025,1,4,0.00433832,72.0935,0.00108458
Western Sahara,2025,5,5,0.00230676,68.4002,4.6135200000000005e-4
Western Sahara,2025,10,5,0.00193119,63.5531,3.86238e-4
Western Sahara,2025,15,5,0.00349019,58.671,6.98038e-4
Western Sahara,2025,20,5,0.00498781,53.8669,9.97562e-4
Western Sahara,2025,25,5,0.00549069,49.1241,0.001098138
Western Sahara,2025,30,5,0.00654571,44.3813,0.001309142
Western Sahara,2025,35,5,0.00872348,39.6566,0.001744696
Western Sahara,2025,40,5,0.0129795,34.9825,0.0025959
Western Sahara,2025,45,5,0.02099831,30.4073,0.004199662
Western Sahara,2025,50,5,0.03353236,26.0019,0.006706472
Western Sahara,2025,55,5,0.05359918,21.8112,0.010719836
Western Sahara,2025,60,5,0.08365097,17.8955,0.016730194
Western Sahara,2025,65,5,0.13165833,14.2873,0.026331665999999997
Western Sahara,2025,70,5,0.20809635,11.0531,0.04161927
Western Sahara,2025,75,5,0.32232391,8.2722,0.064464782
Western Sahara,2025,80,5,0.48049552,5.9924,0.096099104
Western Sahara,2025,85,5,0.65341151,4.2745,0.130682302
Western Sahara,2025,90,5,0.80279145,3.0605,0.16055829
Western Sahara,2025,95,5,0.90293998,2.2507,0.180587996
Western Sahara,2025,100,-1,1,1.7228,-1
Southern Africa,2025,0,1,0.02356801,66.3259,0.02356801
Southern Africa,2025,1,4,0.00865405,66.9237,0.0021635125
Southern Africa,2025,5,5,0.00277626,63.4949,5.55252e-4
Southern Africa,2025,10,5,0.00290232,58.6655,5.804639999999999e-4
Southern Africa,2025,15,5,0.00639936,53.8282,0.001279872
Southern Africa,2025,20,5,0.01153683,49.1569,0.002307366
Southern Africa,2025,25,5,0.01770035,44.6992,0.00354007
Southern Africa,2025,30,5,0.0243098,40.457,0.00486196
Southern Africa,2025,35,5,0.03095728,36.4003,0.006191456
Southern Africa,2025,40,5,0.0400351,32.4805,0.00800702
Southern Africa,2025,45,5,0.05071004,28.7274,0.010142008
Southern Africa,2025,50,5,0.06623436,25.124,0.013246872000000002
Southern Africa,2025,55,5,0.08540087,21.7231,0.017080174
Southern Africa,2025,60,5,0.11414349,18.5109,0.022828698
Southern Africa,2025,65,5,0.15099888,15.5643,0.030199776
Southern Africa,2025,70,5,0.20052955,12.8779,0.04010591
Southern Africa,2025,75,5,0.26234148,10.4728,0.052468296000000005
Southern Africa,2025,80,5,0.35225912,8.3056,0.070451824
Southern Africa,2025,85,5,0.46118952,6.4756,0.09223790400000001
Southern Africa,2025,90,5,0.58984386,4.9739,0.117968772
Southern Africa,2025,95,5,0.72016643,3.8068,0.144033286
Southern Africa,2025,100,-1,1,3.1088,-1
Botswana,2025,0,1,0.03159321,66.3403,0.03159321
Botswana,2025,1,4,0.01074272,67.5002,0.00268568
Botswana,2025,5,5,0.00426991,64.2166,8.53982e-4
Botswana,2025,10,5,0.00354934,59.4823,7.09868e-4
Botswana,2025,15,5,0.00633925,54.6849,0.00126785
Botswana,2025,20,5,0.00967309,50.0162,0.0019346180000000001
Botswana,2025,25,5,0.01250627,45.4792,0.002501254
Botswana,2025,30,5,0.01634322,41.0223,0.003268644
Botswana,2025,35,5,0.0221053,36.6605,0.00442106
Botswana,2025,40,5,0.02974112,32.4302,0.005948224
Botswana,2025,45,5,0.04062086,28.3444,0.008124172
Botswana,2025,50,5,0.05655547,24.4337,0.011311093999999999
Botswana,2025,55,5,0.07747658,20.7423,0.015495316
Botswana,2025,60,5,0.11155491,17.2655,0.022310982
Botswana,2025,65,5,0.15937917,14.1057,0.031875834
Botswana,2025,70,5,0.226721,11.2912,0.0453442
Botswana,2025,75,5,0.31973584,8.8521,0.063947168
Botswana,2025,80,5,0.43149339,6.8321,0.08629867799999999
Botswana,2025,85,5,0.56768353,5.1665,0.11353670600000002
Botswana,2025,90,5,0.70103656,3.9035,0.140207312
Botswana,2025,95,5,0.8131809,2.9777,0.16263618
Botswana,2025,100,-1,1,2.3224,-1
Eswatini,2025,0,1,0.03311362,61.8434,0.03311362
Eswatini,2025,1,4,0.01161322,62.9566,0.002903305
Eswatini,2025,5,5,0.00461254,59.6783,9.22508e-4
Eswatini,2025,10,5,0.00412201,54.9443,8.244019999999999e-4
Eswatini,2025,15,5,0.00811557,50.1608,0.0016231140000000002
Eswatini,2025,20,5,0.01425956,45.5483,0.002851912
Eswatini,2025,25,5,0.02170622,41.1685,0.004341243999999999
Eswatini,2025,30,5,0.03088239,37.0232,0.006176478
Eswatini,2025,35,5,0.04266638,33.1194,0.008533276
Eswatini,2025,40,5,0.05463987,29.4797,0.010927974
Eswatini,2025,45,5,0.06887233,26.0351,0.013774465999999999
Eswatini,2025,50,5,0.08577052,22.7709,0.017154104
Eswatini,2025,55,5,0.10515869,19.6686,0.021031738
Eswatini,2025,60,5,0.13796311,16.6802,0.027592622
Eswatini,2025,65,5,0.1787589,13.9392,0.03575178
Eswatini,2025,70,5,0.2282889,11.4261,0.045657779999999995
Eswatini,2025,75,5,0.29888755,9.0619,0.05977751
Eswatini,2025,80,5,0.4164211,6.8633,0.08328421999999999
Eswatini,2025,85,5,0.57867176,4.986,0.115734352
Eswatini,2025,90,5,0.73183092,3.628,0.146366184
Eswatini,2025,95,5,0.85153187,2.6709,0.17030637399999998
Eswatini,2025,100,-1,1,2.0456,-1
Lesotho,2025,0,1,0.06357762,55.2729,0.06357762
Lesotho,2025,1,4,0.02055067,58.009,0.0051376675
Lesotho,2025,5,5,0.00817591,55.1939,0.001635182
Lesotho,2025,10,5,0.00711255,50.6302,0.0014225099999999999
Lesotho,2025,15,5,0.01313687,45.9741,0.002627374
Lesotho,2025,20,5,0.02226697,41.5492,0.004453394
Lesotho,2025,25,5,0.03233147,37.4348,0.006466294
Lesotho,2025,30,5,0.04378014,33.598,0.008756028
Lesotho,2025,35,5,0.05774871,30.0173,0.011549742
Lesotho,2025,40,5,0.07134718,26.6991,0.014269436
Lesotho,2025,45,5,0.08750672,23.5546,0.017501344
Lesotho,2025,50,5,0.10778847,20.5687,0.021557694
Lesotho,2025,55,5,0.13208098,17.7475,0.026416195999999996
Lesotho,2025,60,5,0.173474,15.0616,0.0346948
Lesotho,2025,65,5,0.22263969,12.6871,0.044527938
Lesotho,2025,70,5,0.27175374,10.6094,0.054350748000000004
Lesotho,2025,75,5,0.33113628,8.6479,0.066227256
