Name,Year,x,n,dying_prob,LEx,dying_prob_annual
Timor-Leste,2025,35,5,0.01107368,38.8442,0.002214736
Timor-Leste,2025,40,5,0.01577067,34.2498,0.0031541340000000003
Timor-Leste,2025,45,5,0.02410121,29.7561,0.004820242000000001
Timor-Leste,2025,50,5,0.03735403,25.4251,0.007470806000000001
Timor-Leste,2025,55,5,0.05805551,21.3084,0.011611102
Timor-Leste,2025,60,5,0.09016275,17.4579,0.01803255
Timor-Leste,2025,65,5,0.14081628,13.9256,0.028163255999999998
Timor-Leste,2025,70,5,0.21962525,10.7765,0.04392505
Timor-Leste,2025,75,5,0.33518816,8.0784,0.067037632
Timor-Leste,2025,80,5,0.492851,5.8704,0.0985702
Timor-Leste,2025,85,5,0.66116578,4.2145,0.13223315600000002
Timor-Leste,2025,90,5,0.80475694,3.0467,0.160951388
Timor-Leste,2025,95,5,0.90079332,2.2644,0.180158664
Timor-Leste,2025,100,-1,1,1.7581,-1
Viet Nam,2025,0,1,0.0138326,75.0676,0.0138326
Viet Nam,2025,1,4,0.00403631,75.1194,0.0010090775
Viet Nam,2025,5,5,0.00383241,71.416,7.66482e-4
Viet Nam,2025,10,5,0.00290255,66.6819,5.8051e-4
Viet Nam,2025,15,5,0.00533507,61.8685,0.001067014
Viet Nam,2025,20,5,0.0077008,57.1854,0.00154016
Viet Nam,2025,25,5,0.00824405,52.6095,0.00164881
Viet Nam,2025,30,5,0.008943,48.0258,0.0017886
Viet Nam,2025,35,5,0.01000584,43.4364,0.0020011680000000002
Viet Nam,2025,40,5,0.01308688,38.8493,0.0026173760000000003
Viet Nam,2025,45,5,0.01710797,34.3301,0.003421594
Viet Nam,2025,50,5,0.02628572,29.8816,0.005257144
Viet Nam,2025,55,5,0.03489911,25.6171,0.006979821999999999
Viet Nam,2025,60,5,0.05483143,21.4489,0.010966286
Viet Nam,2025,65,5,0.08771785,17.5373,0.01754357
Viet Nam,2025,70,5,0.13937111,13.9688,0.027874221999999997
Viet Nam,2025,75,5,0.21974475,10.803,0.04394895
Viet Nam,2025,80,5,0.33956989,8.1127,0.067913978
Viet Nam,2025,85,5,0.48737993,5.9789,0.097475986
Viet Nam,2025,90,5,0.64406973,4.3673,0.128813946
Viet Nam,2025,95,5,0.78959353,3.1796,0.157918706
Viet Nam,2025,100,-1,1,2.3596,-1
Western Asia,2025,0,1,0.01618605,75.9387,0.01618605
Western Asia,2025,1,4,0.0041742,76.186,0.00104355
Western Asia,2025,5,5,0.00157707,72.4988,3.15414e-4
Western Asia,2025,10,5,0.00135343,67.6098,2.70686e-4
Western Asia,2025,15,5,0.00306137,62.6978,6.12274e-4
Western Asia,2025,20,5,0.00504428,57.8817,0.001008856
Western Asia,2025,25,5,0.00509154,53.1622,0.001018308
Western Asia,2025,30,5,0.00535381,48.4215,0.0010707619999999998
Western Asia,2025,35,5,0.00644137,43.6685,0.001288274
Western Asia,2025,40,5,0.00887348,38.9347,0.0017746959999999999
Western Asia,2025,45,5,0.01346873,34.2596,0.002693746
Western Asia,2025,50,5,0.02166102,29.6908,0.004332204
Western Asia,2025,55,5,0.03486348,25.2887,0.0069726960000000004
Western Asia,2025,60,5,0.05712214,21.1054,0.011424428
Western Asia,2025,65,5,0.08919465,17.2221,0.01783893
Western Asia,2025,70,5,0.13947149,13.6496,0.027894298
Western Asia,2025,75,5,0.22388845,10.4341,0.044777689999999995
Western Asia,2025,80,5,0.36275554,7.6874,0.072551108
Western Asia,2025,85,5,0.51890325,5.6171,0.10378065
Western Asia,2025,90,5,0.67572904,4.0976,0.135145808
Western Asia,2025,95,5,0.8091649,3.0122,0.16183298
Western Asia,2025,100,-1,1,2.2622,-1
Armenia,2025,0,1,0.00863684,76.5762,0.00863684
Armenia,2025,1,4,0.00108331,76.2422,2.708275e-4
Armenia,2025,5,5,3.5909e-4,72.3233,7.1818e-5
Armenia,2025,10,5,5.2725e-4,67.3484,1.0545000000000002e-4
Armenia,2025,15,5,0.00122405,62.3825,2.4481e-4
Armenia,2025,20,5,0.00187543,57.4555,3.75086e-4
Armenia,2025,25,5,0.00262763,52.5585,5.25526e-4
Armenia,2025,30,5,0.0041015,47.69,8.203e-4
Armenia,2025,35,5,0.00639758,42.8754,0.001279516
Armenia,2025,40,5,0.01043618,38.1342,0.002087236
Armenia,2025,45,5,0.01575711,33.5081,0.003151422
Armenia,2025,50,5,0.02471001,29.002,0.004942002
Armenia,2025,55,5,0.03870466,24.6688,0.007740932000000001
Armenia,2025,60,5,0.06337458,20.5558,0.012674916
Armenia,2025,65,5,0.09879424,16.7656,0.019758848000000002
Armenia,2025,70,5,0.15519283,13.3147,0.031038566
Armenia,2025,75,5,0.24241968,10.2761,0.048483936
Armenia,2025,80,5,0.35820194,7.7385,0.071640388
Armenia,2025,85,5,0.51365135,5.6557,0.10273026999999998
Armenia,2025,90,5,0.67484202,4.0851,0.13496840400000001
Armenia,2025,95,5,0.8185004,2.9479,0.16370008
Armenia,2025,100,-1,1,2.2014,-1
Azerbaijan,2025,0,1,0.01530589,73.8548,0.01530589
Azerbaijan,2025,1,4,0.00226173,74.001,5.654325e-4
Azerbaijan,2025,5,5,0.00117306,70.1652,2.34612e-4
Azerbaijan,2025,10,5,0.00158004,65.2446,3.16008e-4
Azerbaijan,2025,15,5,0.00321383,60.3436,6.42766e-4
Azerbaijan,2025,20,5,0.00498079,55.5291,9.96158e-4
Azerbaijan,2025,25,5,0.00553122,50.7943,0.001106244
Azerbaijan,2025,30,5,0.00689247,46.0626,0.001378494
Azerbaijan,2025,35,5,0.00887016,41.3642,0.001774032
Azerbaijan,2025,40,5,0.01228117,36.7111,0.002456234
Azerbaijan,2025,45,5,0.01727409,32.1348,0.0034548179999999997
Azerbaijan,2025,50,5,0.02669051,27.6532,0.005338102
Azerbaijan,2025,55,5,0.04230991,23.3381,0.008461982
Azerbaijan,2025,60,5,0.06769706,19.251,0.013539412
Azerbaijan,2025,65,5,0.10695412,15.4567,0.021390824
Azerbaijan,2025,70,5,0.18189417,11.9871,0.036378834
Azerbaijan,2025,75,5,0.28622677,9.0661,0.057245354000000005
Azerbaijan,2025,80,5,0.42648547,6.6717,0.08529709399999999
Azerbaijan,2025,85,5,0.59568499,4.7926,0.119136998
Azerbaijan,2025,90,5,0.75533991,3.4135,0.151067982
Azerbaijan,2025,95,5,0.88828317,2.4268,0.177656634
Azerbaijan,2025,100,-1,1,1.9196,-1
Bahrain,2025,0,1,0.00486975,81.0049,0.00486975
Bahrain,2025,1,4,9.8854e-4,80.4006,2.47135e-4
Bahrain,2025,5,5,4.0414e-4,76.4786,8.082799999999999e-5
Bahrain,2025,10,5,4.1808e-4,71.5086,8.3616e-5
Bahrain,2025,15,5,9.878e-4,66.5373,1.9756e-4
Bahrain,2025,20,5,0.00122945,61.6004,2.4589e-4
Bahrain,2025,25,5,0.00128213,56.6732,2.5642600000000003e-4
Bahrain,2025,30,5,0.00151976,51.7427,3.03952e-4
Bahrain,2025,35,5,0.00221185,46.8174,4.4237e-4
Bahrain,2025,40,5,0.00367428,41.9153,7.34856e-4
Bahrain,2025,45,5,0.00659695,37.0598,0.00131939
Bahrain,2025,50,5,0.01186078,32.2878,0.002372156
Bahrain,2025,55,5,0.02048089,27.6426,0.004096178000000001
Bahrain,2025,60,5,0.03493321,23.1641,0.0069866419999999995
Bahrain,2025,65,5,0.05969919,18.9047,0.011939838
Bahrain,2025,70,5,0.10435823,14.9337,0.020871646
Bahrain,2025,75,5,0.1815516,11.3591,0.03631032
Bahrain,2025,80,5,0.30681257,8.2897,0.061362514
Bahrain,2025,85,5,0.48899408,5.8067,0.097798816
Bahrain,2025,90,5,0.68351876,3.9999,0.136703752
Bahrain,2025,95,5,0.83960227,2.7804,0.167920454
Bahrain,2025,100,-1,1,1.9919,-1
Cyprus,2025,0,1,0.00197061,82.3701,0.00197061
Cyprus,2025,1,4,3.4623e-4,81.5324,8.65575e-5
Cyprus,2025,5,5,2.1844e-4,77.5601,4.3688e-5
Cyprus,2025,10,5,2.0509e-4,72.5765,4.1018e-5
Cyprus,2025,15,5,5.4206e-4,67.5908,1.08412e-4
Cyprus,2025,20,5,8.6858e-4,62.6259,1.73716e-4
Cyprus,2025,25,5,9.5072e-4,57.6782,1.90144e-4
Cyprus,2025,30,5,0.00142401,52.7306,2.84802e-4
Cyprus,2025,35,5,0.0023191,47.8019,4.6382000000000004e-4
Cyprus,2025,40,5,0.00389556,42.9068,7.79112e-4
Cyprus,2025,45,5,0.00688286,38.0639,0.001376572
Cyprus,2025,50,5,0.01259723,33.3089,0.002519446
Cyprus,2025,55,5,0.02091955,28.6991,0.00418391
Cyprus,2025,60,5,0.03481168,24.255,0.0069623359999999995
Cyprus,2025,65,5,0.05787884,20.0322,0.011575768
Cyprus,2025,70,5,0.09137161,16.0994,0.018274322000000003
Cyprus,2025,75,5,0.1538438,12.4499,0.03076876
Cyprus,2025,80,5,0.26150775,9.2287,0.052301549999999995
Cyprus,2025,85,5,0.42257894,6.5696,0.08451578800000001
Cyprus,2025,90,5,0.61500409,4.5345,0.123000818
Cyprus,2025,95,5,0.81193176,3.0633,0.162386352
Cyprus,2025,100,-1,1,2.2579,-1
Georgia,2025,0,1,0.00671318,74.5307,0.00671318
Georgia,2025,1,4,8.4727e-4,74.0335,2.118175e-4
Georgia,2025,5,5,3.3966e-4,70.095,6.7932e-5
Georgia,2025,10,5,6.6996e-4,65.118,1.3399200000000001e-4
Georgia,2025,15,5,0.00161372,60.1597,3.2274399999999997e-4
Georgia,2025,20,5,0.00297318,55.2524,5.946360000000001e-4
Georgia,2025,25,5,0.0044807,50.4092,8.961399999999999e-4
Georgia,2025,30,5,0.00634758,45.6242,0.001269516
Georgia,2025,35,5,0.00957571,40.8987,0.0019151419999999999
Georgia,2025,40,5,0.01397177,36.2685,0.0027943539999999998
Georgia,2025,45,5,0.02139042,31.7447,0.004278084
Georgia,2025,50,5,0.03133405,27.3806,0.00626681
Georgia,2025,55,5,0.0505054,23.1804,0.01010108
Georgia,2025,60,5,0.07865204,19.2708,0.015730408
Georgia,2025,65,5,0.11387152,15.6925,0.022774304000000002
Georgia,2025,70,5,0.17179058,12.3732,0.034358116
Georgia,2025,75,5,0.27163227,9.3961,0.054326454
Georgia,2025,80,5,0.41022752,6.9354,0.082045504
Georgia,2025,85,5,0.57230458,5.0321,0.114460916
Georgia,2025,90,5,0.73228149,3.6156,0.14645629799999998
Georgia,2025,95,5,0.85805515,2.6284,0.17161103
Georgia,2025,100,-1,1,2.0011,-1
Iraq,2025,0,1,0.01884307,72.2794,0.01884307
Iraq,2025,1,4,0.0042314299999999996,72.6657,0.0010578574999999999
Iraq,2025,5,5,0.00228371,68.9671,4.56742e-4
Iraq,2025,10,5,0.00189034,64.1199,3.7806799999999996e-4
Iraq,2025,15,5,0.00361084,59.2363,7.22168e-4
Iraq,2025,20,5,0.0053567,54.441,0.00107134
Iraq,2025,25,5,0.00577605,49.7204,0.0011552099999999998
Iraq,2025,30,5,0.00661887,44.9946,0.001323774
Iraq,2025,35,5,0.00853874,40.2772,0.0017077479999999998
Iraq,2025,40,5,0.01237253,35.6015,0.002474506
Iraq,2025,45,5,0.01965061,31.0141,0.0039301219999999994
Iraq,2025,50,5,0.03087839,26.582,0.0061756779999999995
Iraq,2025,55,5,0.04902637,22.3439,0.009805274
Iraq,2025,60,5,0.07670225,18.3583,0.01534045
Iraq,2025,65,5,0.12312948,14.6628,0.024625896
Iraq,2025,70,5,0.19746318,11.3491,0.039492636
Iraq,2025,75,5,0.30934715,8.4978,0.06186943
Iraq,2025,80,5,0.46645044,6.1546,0.09329008800000001
Iraq,2025,85,5,0.63793506,4.3892,0.127587012
Iraq,2025,90,5,0.79800987,3.0985,0.159601974
Iraq,2025,95,5,0.9110704,2.1957,0.18221408
Iraq,2025,100,-1,1,1.7148,-1
Israel,2025,0,1,0.00260364,83.6737,0.00260364
Israel,2025,1,4,6.3568e-4,82.8918,1.5892e-4
Israel,2025,5,5,2.6879e-4,78.9436,5.3757999999999996e-5
Israel,2025,10,5,2.7129e-4,73.9642,5.4257999999999994e-5
Israel,2025,15,5,6.6421e-4,68.9835,1.32842e-4
Israel,2025,20,5,0.0010075,64.0274,2.015e-4
Israel,2025,25,5,0.00117108,59.0895,2.3421599999999998e-4
Israel,2025,30,5,0.00154054,54.1557,3.0810799999999997e-4
Israel,2025,35,5,0.00224438,49.2352,4.4887599999999996e-4
Israel,2025,40,5,0.00369339,44.34,7.38678e-4
Israel,2025,45,5,0.00633807,39.4943,0.001267614
Israel,2025,50,5,0.01126812,34.7289,0.002253624
Israel,2025,55,5,0.0194516,30.0935,0.00389032
Israel,2025,60,5,0.03071512,25.6371,0.0061430239999999995
Israel,2025,65,5,0.0476031,21.3652,0.00952062
Israel,2025,70,5,0.07691169,17.3002,0.015382338
Israel,2025,75,5,0.13303359,13.518,0.026606718
Israel,2025,80,5,0.22660465,10.1806,0.045320929999999995
Israel,2025,85,5,0.36912565,7.3921,0.07382513
Israel,2025,90,5,0.54571784,5.2276,0.109143568
Israel,2025,95,5,0.72784173,3.6311,0.145568346
Israel,2025,100,-1,1,2.5086,-1
Jordan,2025,0,1,0.01075418,76.9876,0.01075418
Jordan,2025,1,4,0.00179674,76.8237,4.49185e-4
Jordan,2025,5,5,0.00112123,72.9588,2.24246e-4
Jordan,2025,10,5,9.7027e-4,68.0382,1.9405399999999998e-4
Jordan,2025,15,5,0.00185884,63.1017,3.71768e-4
Jordan,2025,20,5,0.00264146,58.2141,5.28292e-4
Jordan,2025,25,5,0.00284246,53.3615,5.684920000000001e-4
Jordan,2025,30,5,0.0033521,48.5064,6.704199999999999e-4
Jordan,2025,35,5,0.00449196,43.6608,8.983919999999999e-4
Jordan,2025,40,5,0.00687072,38.8459,0.001374144
Jordan,2025,45,5,0.01174874,34.096,0.002349748
Jordan,2025,50,5,0.01949409,29.4692,0.0038988179999999996
Jordan,2025,55,5,0.03300842,25.0014,0.006601683999999999
Jordan,2025,60,5,0.05318151,20.7629,0.010636302
Jordan,2025,65,5,0.08889754,16.779,0.017779508
Jordan,2025,70,5,0.14812461,13.1542,0.029624921999999998
Jordan,2025,75,5,0.24030376,9.981,0.048060752
Jordan,2025,80,5,0.38100617,7.312,0.07620123399999999
Jordan,2025,85,5,0.54890936,5.2577,0.109781872
Jordan,2025,90,5,0.71479813,3.7636,0.142959626
Jordan,2025,95,5,0.8443226,2.7319,0.16886452000000002
Jordan,2025,100,-1,1,2.0386,-1
Kuwait,2025,0,1,0.00594841,80.8091,0.00594841
Kuwait,2025,1,4,0.0011755,80.2918,2.93875e-4
Kuwait,2025,5,5,3.6605e-4,76.3845,7.321e-5
Kuwait,2025,10,5,3.783e-4,71.4117,7.565999999999999e-5
Kuwait,2025,15,5,8.7843e-4,66.4377,1.75686e-4
Kuwait,2025,20,5,0.00100186,61.4937,2.00372e-4
Kuwait,2025,25,5,9.2841e-4,56.5529,1.85682e-4
Kuwait,2025,30,5,0.00109683,51.6031,2.19366e-4
Kuwait,2025,35,5,0.00167306,46.6569,3.3461200000000003e-4
Kuwait,2025,40,5,0.00300877,41.7306,6.01754e-4
Kuwait,2025,45,5,0.0057017,36.8482,0.0011403399999999999
Kuwait,2025,50,5,0.01070061,32.0437,0.002140122
Kuwait,2025,55,5,0.01942449,27.3607,0.003884898
Kuwait,2025,60,5,0.03462807,22.8487,0.006925613999999999
Kuwait,2025,65,5,0.06208625,18.5707,0.012417250000000001
Kuwait,2025,70,5,0.10981158,14.6203,0.021962316000000003
Kuwait,2025,75,5,0.1899674,11.0918,0.03799348
Kuwait,2025,80,5,0.31990813,8.0715,0.063981626
Kuwait,2025,85,5,0.50565542,5.6477,0.101131084
Kuwait,2025,90,5,0.69212375,3.9231,0.13842475
Kuwait,2025,95,5,0.84639587,2.7289,0.169279174
Kuwait,2025,100,-1,1,1.9742,-1
Lebanon,2025,0,1,0.00539818,80.0479,0.00539818
Lebanon,2025,1,4,8.9713e-4,79.482,2.242825e-4
Lebanon,2025,5,5,8.0593e-4,75.5517,1.6118599999999998e-4
Lebanon,2025,10,5,6.8309e-4,70.6107,1.36618e-4
Lebanon,2025,15,5,0.00131568,65.6572,2.63136e-4
Lebanon,2025,20,5,0.00187604,60.74,3.7520800000000003e-4
Lebanon,2025,25,5,0.00199865,55.8494,3.9972999999999994e-4
Lebanon,2025,30,5,0.00235273,50.9562,4.7054599999999996e-4
Lebanon,2025,35,5,0.00317239,46.0703,6.344780000000001e-4
Lebanon,2025,40,5,0.00486059,41.2085,9.721179999999999e-4
Lebanon,2025,45,5,0.00833373,36.3966,0.0016667459999999998
Lebanon,2025,50,5,0.01386314,31.6797,0.002772628
Lebanon,2025,55,5,0.023738,27.087,0.004747599999999999
Lebanon,2025,60,5,0.03888039,22.68,0.0077760780000000005
Lebanon,2025,65,5,0.06708163,18.4888,0.013416326000000001
Lebanon,2025,70,5,0.11732804,14.6234,0.023465608
Lebanon,2025,75,5,0.19581643,11.2115,0.039163286000000005
Lebanon,2025,80,5,0.3195849,8.2994,0.06391698
Lebanon,2025,85,5,0.47946738,5.9889,0.095893476
Lebanon,2025,90,5,0.65466502,4.2567,0.13093300400000002
Lebanon,2025,95,5,0.81008844,3.0232,0.162017688
Lebanon,2025,100,-1,1,2.2345,-1
Oman,2025,0,1,0.00746598,79.3938,0.00746598
Oman,2025,1,4,0.00145856,78.99,3.6464e-4
Oman,2025,5,5,5.7511e-4,75.103,1.15022e-4
Oman,2025,10,5,5.5839e-4,70.145,1.11678e-4
Oman,2025,15,5,0.00124668,65.1826,2.49336e-4
Oman,2025,20,5,0.00153844,60.2605,3.07688e-4
Oman,2025,25,5,0.00163405,55.3495,3.2680999999999997e-4
Oman,2025,30,5,0.00193321,50.436,3.8664200000000003e-4
Oman,2025,35,5,0.00277464,45.5286,5.54928e-4
Oman,2025,40,5,0.00454257,40.6479,9.08514e-4
Oman,2025,45,5,0.00806952,35.821,0.001613904
Oman,2025,50,5,0.01446525,31.0902,0.0028930500000000003
Oman,2025,55,5,0.02503149,26.5065,0.005006298
Oman,2025,60,5,0.042177,22.1176,0.0084354
Oman,2025,65,5,0.0700791,17.973,0.014015820000000002
Oman,2025,70,5,0.12007288,14.1254,0.024014576000000003
Oman,2025,75,5,0.20735455,10.6857,0.04147091
Oman,2025,80,5,0.33909551,7.7906,0.06781910199999999
Oman,2025,85,5,0.523282,5.47,0.10465640000000001
Oman,2025,90,5,0.70763752,3.8075,0.141527504
Oman,2025,95,5,0.85214779,2.6815,0.17042955799999998
Oman,2025,100,-1,1,1.9696,-1
Qatar,2025,0,1,0.00449119,82.0827,0.00449119
Qatar,2025,1,4,9.1392e-4,81.4524,2.2848e-4
Qatar,2025,5,5,3.1045e-4,77.5255,6.209e-5
Qatar,2025,10,5,3.1691e-4,72.5489,6.3382e-5
Qatar,2025,15,5,7.1651e-4,67.571,1.43302e-4
Qatar,2025,20,5,8.8613e-4,62.6175,1.77226e-4
Qatar,2025,25,5,9.601e-4,57.6708,1.9202e-4
Qatar,2025,30,5,0.00107146,52.7238,2.14292e-4
Qatar,2025,35,5,0.00154234,47.7775,3.08468e-4
Qatar,2025,40,5,0.00262625,42.8472,5.2525e-4
Qatar,2025,45,5,0.00490971,37.9528,9.81942e-4
Qatar,2025,50,5,0.00927507,33.1265,0.0018550139999999999
Qatar,2025,55,5,0.01694086,28.4109,0.0033881719999999996
Qatar,2025,60,5,0.03005673,23.8535,0.006011346
Qatar,2025,65,5,0.05281025,19.5085,0.01056205
Qatar,2025,70,5,0.09290332,15.4454,0.018580664
Qatar,2025,75,5,0.16641784,11.7493,0.033283568
Qatar,2025,80,5,0.28734381,8.5617,0.05746876199999999
Qatar,2025,85,5,0.47428789,5.9572,0.094857578
Qatar,2025,90,5,0.67208038,4.0847,0.134416076
Qatar,2025,95,5,0.83456162,2.8211,0.166912324
Qatar,2025,100,-1,1,2.0099,-1
Saudi Arabia,2025,0,1,0.00492233,78.4778,0.00492233
Saudi Arabia,2025,1,4,0.00105286,77.8653,2.63215e-4
Saudi Arabia,2025,5,5,6.806e-4,73.9455,1.3612e-4
Saudi Arabia,2025,10,5,7.3928e-4,68.9943,1.47856e-4
Saudi Arabia,2025,15,5,0.0019637,64.0432,3.9274000000000004e-4
Saudi Arabia,2025,20,5,0.00269332,59.1637,5.38664e-4
Saudi Arabia,2025,25,5,0.00286291,54.3167,5.725820000000001e-4
Saudi Arabia,2025,30,5,0.00342967,49.4653,6.85934e-4
Saudi Arabia,2025,35,5,0.00475935,44.6266,9.5187e-4
Saudi Arabia,2025,40,5,0.00729897,39.8274,0.001459794
Saudi Arabia,2025,45,5,0.01192017,35.1005,0.002384034
Saudi Arabia,2025,50,5,0.01961487,30.4914,0.003922974
Saudi Arabia,2025,55,5,0.03195635,26.0476,0.00639127
Saudi Arabia,2025,60,5,0.05123863,21.8189,0.010247726
Saudi Arabia,2025,65,5,0.08093341,17.8532,0.016186682
Saudi Arabia,2025,70,5,0.12577672,14.1916,0.025155344000000003
Saudi Arabia,2025,75,5,0.20189901,10.8545,0.040379802
Saudi Arabia,2025,80,5,0.33222047,7.9341,0.066444094
Saudi Arabia,2025,85,5,0.51017792,5.599,0.10203558399999998
Saudi Arabia,2025,90,5,0.69756932,3.8961,0.13951386400000002
Saudi Arabia,2025,95,5,0.84286473,2.7531,0.168572946
Saudi Arabia,2025,100,-1,1,2.0248,-1
State of Palestine,2025,0,1,0.01175443,76.293,0.01175443
State of Palestine,2025,1,4,0.00208751,76.1996,5.218775e-4
State of Palestine,2025,5,5,0.00128292,72.3553,2.5658399999999997e-4
State of Palestine,2025,10,5,0.00109522,67.4453,2.19044e-4
State of Palestine,2025,15,5,0.00212282,62.5164,4.24564e-4
State of Palestine,2025,20,5,0.00307222,57.6435,6.14444e-4
State of Palestine,2025,25,5,0.00330988,52.8133,6.61976e-4
State of Palestine,2025,30,5,0.0038475,47.9803,7.695e-4
State of Palestine,2025,35,5,0.00508333,43.1556,0.0010166659999999998
State of Palestine,2025,40,5,0.00763324,38.3626,0.001526648
State of Palestine,2025,45,5,0.01276316,33.637,0.002552632
State of Palestine,2025,50,5,0.02077511,29.037,0.0041550219999999995
State of Palestine,2025,55,5,0.03468251,24.596,0.006936502
State of Palestine,2025,60,5,0.05598,20.383,0.011196000000000001
State of Palestine,2025,65,5,0.09338247,16.4331,0.018676494
State of Palestine,2025,70,5,0.15428775,12.8497,0.03085755
State of Palestine,2025,75,5,0.25094152,9.7117,0.050188303999999996
State of Palestine,2025,80,5,0.39532529,7.0899,0.079065058
State of Palestine,2025,85,5,0.56550512,5.0814,0.113101024
State of Palestine,2025,90,5,0.73243811,3.6197,0.146487622
State of Palestine,2025,95,5,0.85850316,2.6205,0.17170063200000002
State of Palestine,2025,100,-1,1,1.9644,-1
Syrian Arab Republic,2025,0,1,0.01485839,72.7519,0.01485839
Syrian Arab Republic,2025,1,4,0.00352702,72.8479,8.81755e-4
Syrian Arab Republic,2025,5,5,0.00198656,69.0997,3.9731200000000003e-4
Syrian Arab Republic,2025,10,5,0.00170287,64.2328,3.40574e-4
Syrian Arab Republic,2025,15,5,0.00471193,59.3377,9.423859999999999e-4
Syrian Arab Republic,2025,20,5,0.00881773,54.6049,0.001763546
Syrian Arab Republic,2025,25,5,0.00925839,50.0678,0.001851678
Syrian Arab Republic,2025,30,5,0.00942473,45.5123,0.0018849459999999998
Syrian Arab Republic,2025,35,5,0.01052164,40.9214,0.002104328
Syrian Arab Republic,2025,40,5,0.01345766,36.3293,0.002691532
Syrian Arab Republic,2025,45,5,0.0196102,31.789,0.00392204
Syrian Arab Republic,2025,50,5,0.02917611,27.3719,0.005835222
Syrian Arab Republic,2025,55,5,0.04563209,23.1145,0.009126418
Syrian Arab Republic,2025,60,5,0.0701474,19.0925,0.01402948
Syrian Arab Republic,2025,65,5,0.11265338,15.3327,0.022530676
Syrian Arab Republic,2025,70,5,0.18061408,11.9417,0.036122816
Syrian Arab Republic,2025,75,5,0.28575305,8.9957,0.057150610000000004
Syrian Arab Republic,2025,80,5,0.43418242,6.5624,0.086836484
Syrian Arab Republic,2025,85,5,0.60405409,4.6963,0.120810818
Syrian Arab Republic,2025,90,5,0.76939615,3.3178,0.15387922999999998
Syrian Arab Republic,2025,95,5,0.89213494,2.3611,0.178426988
Syrian Arab Republic,2025,100,-1,1,1.827,-1
Türkiye,2025,0,1,0.00692786,79.0886,0.00692786
Türkiye,2025,1,4,0.0012429,78.6394,3.10725e-4
Türkiye,2025,5,5,2.7706e-4,74.7357,5.5412e-5
Türkiye,2025,10,5,4.044e-4,69.7557,8.088e-5
Türkiye,2025,15,5,8.7334e-4,64.7828,1.74668e-4
Türkiye,2025,20,5,0.00145321,59.837,0.00029064199999999997
Türkiye,2025,25,5,0.00193923,54.9203,3.8784599999999996e-4
Türkiye,2025,30,5,0.00269492,50.0219,5.38984e-4
Türkiye,2025,35,5,0.00392993,45.15,7.85986e-4
Türkiye,2025,40,5,0.00626279,40.3176,0.001252558
Türkiye,2025,45,5,0.00998778,35.5548,0.001997556
Türkiye,2025,50,5,0.01755982,30.8862,0.0035119640000000002
Türkiye,2025,55,5,0.02873877,26.3898,0.005747754
Türkiye,2025,60,5,0.05076903,22.0909,0.010153806
Türkiye,2025,65,5,0.07747051,18.128,0.015494102000000001
Türkiye,2025,70,5,0.11525351,14.4307,0.023050702
Türkiye,2025,75,5,0.19462158,10.9656,0.038924316
Türkiye,2025,80,5,0.34094885,7.9701,0.06818977000000001
Türkiye,2025,85,5,0.50265762,5.7595,0.10053152400000001
Türkiye,2025,90,5,0.66830145,4.1442,0.13366029
Türkiye,2025,95,5,0.81386702,2.9777,0.162773404
Türkiye,2025,100,-1,1,2.1727,-1
United Arab Emirates,2025,0,1,0.00458129,80.8534,0.00458129
United Arab Emirates,2025,1,4,9.3451e-4,80.2248,2.336275e-4
United Arab Emirates,2025,5,5,3.9608e-4,76.2984,7.9216e-5
United Arab Emirates,2025,10,5,4.1476e-4,71.3277,8.2952e-5
United Arab Emirates,2025,15,5,0.00102592,66.3561,2.0518400000000002e-4
United Arab Emirates,2025,20,5,0.00139294,61.4214,2.78588e-4
United Arab Emirates,2025,25,5,0.00158604,56.5035,3.17208e-4
United Arab Emirates,2025,30,5,0.00176796,51.5893,3.53592e-4
United Arab Emirates,2025,35,5,0.00248482,46.6761,4.96964e-4
United Arab Emirates,2025,40,5,0.0040904,41.7857,8.1808e-4
United Arab Emirates,2025,45,5,0.00727222,36.9461,0.001454444
United Arab Emirates,2025,50,5,0.01306711,32.1968,0.002613422
United Arab Emirates,2025,55,5,0.02262023,27.587,0.004524046
United Arab Emirates,2025,60,5,0.03796864,23.1628,0.007593727999999999
United Arab Emirates,2025,65,5,0.06233419,18.9709,0.012466838
United Arab Emirates,2025,70,5,0.10315243,15.0543,0.020630486
United Arab Emirates,2025,75,5,0.17883025,11.4753,0.03576605
United Arab Emirates,2025,80,5,0.30145018,8.396,0.060290036000000005
United Arab Emirates,2025,85,5,0.48124825,5.8971,0.09624964999999999
United Arab Emirates,2025,90,5,0.67388245,4.075,0.13477649
United Arab Emirates,2025,95,5,0.83454041,2.8251,0.166908082
United Arab Emirates,2025,100,-1,1,2.0457,-1
Yemen,2025,0,1,0.03944912,66.5615,0.03944912
Yemen,2025,1,4,0.01322539,68.2888,0.0033063475
Yemen,2025,5,5,0.00406564,65.1839,8.13128e-4
Yemen,2025,10,5,0.00316504,60.4413,6.33008e-4
Yemen,2025,15,5,0.00744429,55.6247,0.001488858
Yemen,2025,20,5,0.01339819,51.0205,0.0026796380000000002
Yemen,2025,25,5,0.0141613,46.6784,0.00283226
Yemen,2025,30,5,0.01454725,42.3131,0.00290945
Yemen,2025,35,5,0.01656862,37.9004,0.0033137239999999997
